Response,Gr,Materials,Op.team,Time,Measure.ID,Machine.ID,Model.C
16.564999999999998,1.0,SC,1.0,M,1.0,1.0,MRE1
22.048000000000002,1.0,SC,1.0,M,2.0,1.0,MRE1
9.896,1.0,SC,1.0,M,3.0,1.0,MRE1
12.700000000000003,1.0,SC,1.0,M,4.0,1.0,MRE1
16.826999999999998,1.0,SC,1.0,M,5.0,1.0,MRE1
7.290000000000006,2.0,SC,2.0,A,1.0,2.0,MRE1
10.094999999999999,2.0,SC,2.0,A,2.0,2.0,MRE1
18.992000000000004,2.0,SC,2.0,A,3.0,2.0,MRE1
8.858000000000004,2.0,SC,2.0,A,4.0,2.0,MRE1
2.5829999999999984,2.0,SC,2.0,A,5.0,2.0,MRE1
10.796000000000006,3.0,SC,3.0,E,1.0,3.0,MRE1
17.095,3.0,SC,3.0,E,2.0,3.0,MRE1
11.552999999999997,3.0,SC,3.0,E,3.0,3.0,MRE1
20.465000000000003,3.0,SC,3.0,E,4.0,3.0,MRE1
11.313000000000002,3.0,SC,3.0,E,5.0,3.0,MRE1
19.936000000000007,4.0,TM,4.0,M,1.0,4.0,MRE1
17.691999999999993,4.0,TM,4.0,M,2.0,4.0,MRE1
23.846999999999994,4.0,TM,4.0,M,3.0,4.0,MRE1
15.581999999999994,4.0,TM,4.0,M,4.0,4.0,MRE1
11.644000000000005,4.0,TM,4.0,M,5.0,4.0,MRE1
10.924000000000007,5.0,TM,5.0,A,1.0,1.0,MRE1
19.364000000000004,5.0,TM,5.0,A,2.0,1.0,MRE1
6.918999999999997,5.0,TM,5.0,A,3.0,1.0,MRE1
20.842,5.0,TM,5.0,A,4.0,1.0,MRE1
13.635999999999996,5.0,TM,5.0,A,5.0,1.0,MRE1
31.933000000000007,6.0,TM,1.0,E,1.0,2.0,MRE1
9.153999999999996,6.0,TM,1.0,E,2.0,2.0,MRE1
18.888000000000005,6.0,TM,1.0,E,3.0,2.0,MRE1
30.742999999999995,6.0,TM,1.0,E,4.0,2.0,MRE1
21.099999999999994,6.0,TM,1.0,E,5.0,2.0,MRE1
22.837000000000003,7.0,KR,2.0,M,1.0,3.0,MRE1
18.613,7.0,KR,2.0,M,2.0,3.0,MRE1
18.195999999999998,7.0,KR,2.0,M,3.0,3.0,MRE1
11.305999999999997,7.0,KR,2.0,M,4.0,3.0,MRE1
25.781000000000006,7.0,KR,2.0,M,5.0,3.0,MRE1
19.501000000000005,8.0,KR,3.0,A,1.0,4.0,MRE1
26.447000000000003,8.0,KR,3.0,A,2.0,4.0,MRE1
16.762,8.0,KR,3.0,A,3.0,4.0,MRE1
20.723,8.0,KR,3.0,A,4.0,4.0,MRE1
17.313000000000002,8.0,KR,3.0,A,5.0,4.0,MRE1
16.747,9.0,KR,4.0,E,1.0,1.0,MRE1
28.302999999999997,9.0,KR,4.0,E,2.0,1.0,MRE1
24.995999999999995,9.0,KR,4.0,E,3.0,1.0,MRE1
16.0,9.0,KR,4.0,E,4.0,1.0,MRE1
11.879999999999995,9.0,KR,4.0,E,5.0,1.0,MRE1
22.992999999999995,10.0,SC,5.0,M,1.0,2.0,MRE1
19.805999999999997,10.0,SC,5.0,M,2.0,2.0,MRE1
22.186999999999998,10.0,SC,5.0,M,3.0,2.0,MRE1
30.369,10.0,SC,5.0,M,4.0,2.0,MRE1
20.483000000000004,10.0,SC,5.0,M,5.0,2.0,MRE1
2.933000000000007,11.0,SC,1.0,A,1.0,3.0,MRE1-23
0.5630000000000024,11.0,SC,1.0,A,2.0,3.0,MRE1-23
10.063999999999993,11.0,SC,1.0,A,3.0,3.0,MRE1-23
6.947000000000003,11.0,SC,1.0,A,4.0,3.0,MRE1-23
8.727999999999994,11.0,SC,1.0,A,5.0,3.0,MRE1-23
6.341999999999999,12.0,SC,2.0,E,1.0,4.0,MRE1-23
11.971000000000004,12.0,SC,2.0,E,2.0,4.0,MRE1-23
9.037999999999997,12.0,SC,2.0,E,3.0,4.0,MRE1-23
5.813999999999993,12.0,SC,2.0,E,4.0,4.0,MRE1-23
12.027000000000001,12.0,SC,2.0,E,5.0,4.0,MRE1-23
8.242999999999995,13.0,TM,3.0,M,1.0,1.0,MRE1-23
10.197999999999993,13.0,TM,3.0,M,2.0,1.0,MRE1-23
19.474999999999994,13.0,TM,3.0,M,3.0,1.0,MRE1-23
15.302000000000007,13.0,TM,3.0,M,4.0,1.0,MRE1-23
7.609999999999999,13.0,TM,3.0,M,5.0,1.0,MRE1-23
22.552000000000007,14.0,TM,4.0,A,1.0,2.0,MRE1-23
8.421999999999997,14.0,TM,4.0,A,2.0,2.0,MRE1-23
13.447999999999993,14.0,TM,4.0,A,3.0,2.0,MRE1-23
16.909000000000006,14.0,TM,4.0,A,4.0,2.0,MRE1-23
9.225999999999999,14.0,TM,4.0,A,5.0,2.0,MRE1-23
12.778999999999996,15.0,TM,5.0,E,1.0,3.0,MRE1-23
8.385999999999996,15.0,TM,5.0,E,2.0,3.0,MRE1-23
7.558000000000007,15.0,TM,5.0,E,3.0,3.0,MRE1-23
10.210999999999999,15.0,TM,5.0,E,4.0,3.0,MRE1-23
